Context,intent,context_rw
"I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants. 

I don't know how to start making my own decisions and not worry about  whether it's right in her eyes.  Would it help for me to talk to someone about this?",anxiety_worry,"Mfite mama ukomeza kunyobora nubwo mfite imyaka hafi 30. Nashakaga kwimuka nkabaho ubuzima bwanjye, ariko numva ko igihe cyose nkora ibyo mama ashaka umubano wacu ukwiriye. Si byiza ko ntakora ibyo ashaka. Sinzi uko ntangira gufata imyanzuro yanjye bwite ntita ku byo abona ko ari byiza. Ese byaba byamfasha kuganira n'umuntu kuri ibi?"
"I know I'm ruining my life with a lot of the decisions I make.  I consistently tell myself I need to make some serious changes in my life, but I just can't seem to even though I really want to. Why can't I force myself to change?",overwhelmed_identity,"Nzi ko ngiye gusenya ubuzima bwanjye kubera imyanzuro myinshi mfata, kandi buri gihe mbwira ko ngomba guhindura ibintu bikomeye mu buzima bwanjye, ariko sinashobora kubikora nubwo mbishaka."
"My husband and I are separated and he doesn't even want to talk to me. 

He says he doesn't love me anymore, but I would do anything to get him back. Is there any hope?",relationship_support,"Umugabo wanjye na jye twaratandukanye, kandi ntashaka no kuvugana nanjye."
"My boyfriend shows affection, but I just push him away.  Every time my boyfriend tries to kiss, hug, or touch me I almost always push him away. I'm on birth control and it has killed my sex drive. 

 I love him so much.  Why do I do this?",relationship_support,"Umukunzi wanjye arangwa n'urukundo, ariko nkamuhata buri gihe iyo agerageje kunkoma, kunkumbatira cyangwa kunkorera nkamuhata buri gihe."
"My wife is always accusing me of cheating and telling me that I'm doing things she finds disrespectful even when I don't mean it like that. For example, she gets offended when I call someone at work ""sweetheart.""  I wish I had a penny for every time she accused me of cheating on her.  She doesn't, and never will say she was wrong. How do I get her to understand?",relationship_support,"Umugore wanjye ahora anshinja ko namuhemukiye, akambwira ko nkora ibintu abona ko ntabubaha, nubwo ntabivuze nk'uko mbibona. Urugero, iyo mpamagaye umuntu ku kazi ngo ""mukundwa""."
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me. 

He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?",sadness_low_mood,"Umugabo wanjye najye twagize imibonano mpuzabitsina ya mbere mu byiciro bitatu vuba aha. Buri wese yaranywaga kandi yari amufitiye irari rirenze iryanjye. Twaraganiriye nyuma yaho, bituma numva ndushijeho kumererwa neza, none ubu ndumva ndushijeho kuririkira."
"We weren't long distance until he joined the military.  I love him and I know he loves, me but it's complicated. He said he's not going to find someone else, but I'm afraid. How do I keep our relationship going?",anxiety_worry,"Twari tubanye neza kugeza igihe yinjiriye mu gisirikare. ndamukunda kandi nzi ko ankunda, ariko biragoye."
"I want to live with my mom. My dad gets angry and makes me feel like everything is my fault. I still talk to my mom although My dad tells me that I'm no allowed to. I'm scared I will make the wrong decision and that my dad will hate me. 

How do I tell him that I want to live with my mom?",anxiety_worry,Nifuza kuba kwa mama. Papa ararakara kandi akambwira ko ari jye wabyiteye. Ndacyakomeza kuganira na mama nubwo papa ambwira ko ntemerewe. Ntinya ko nzagira umwanzuro mubi kandi ko papa azanyanga.
"I feel so alone. I have so many people around me, but it seems as they just listen and dont understand.  They say it will all be okay, or they don't listen to me st all.  Everyone says they are here for me but it doesn't feel like they are. Why do I feel so alone?",relationship_support,"Numva ndi jyenyine. Mfite abantu benshi cyane banzengurutse, ariko bisa n'aho bumva gusa ariko ntibumve. Bavuga ko byose bizagenda neza, cyangwa se ntibumve. Buri wese avuga ko ari hano kundondera ariko numva atari byo. Kuki numva ndi jyenyine?"
We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a  female coworker. I don't know how to approach this situation. How do I ask him about it?.,relationship_support,"Twari tumaze imyaka ibiri n'igice dufitanye ubucuti, mu minsi ishize nabonye telefoni ye, mbona abantu yandikiraga ubutumwa bwinshi, umwe muri bo akaba yari umukozi mugenzi we w'umugore. Sinzi uko nahangana n'iki kibazo."
"Often times I find myself thinking scary thoughts and sometimes  I even scare myself into thinking that something bad is going to happen to me. Once it starts, the thought continues going through my head and I can't get it out.  How can I stop these thoughts?",overwhelmed_identity,"Akenshi nsanga ntekereza ibintu biteye ubwoba, ndetse rimwe na rimwe nkumva mfite ubwoba, nkumva ko hari ikintu kibi kigiye kumbaho. Iyo gitangiye, icyo gitekerezo gikomeza kunyura mu mutwe wanjye kandi sinshobora kugikuraho."
"I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and suicidal thoughts and self-harm in the past. 

Currently I'm going through anxiety and my thearapist is not available. How do I handle this?",sleep,Ndi 17 kandi ndarambiwe no kujya mbere no kugaruka. Nashakaga kuguma mu rugo rwa mama. Iki kibazo cyamfashije cyane. Mfite ibibazo byo guhangayika no kwiyahura no kwibabaza mu gihe cyahise. Ubu mpanganye n'imihangayiko kandi umuganga wanjye w'ubuvuzi ntaboneka. Ibyo mbigenza nte?
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her?  I want her to stay.,self_care_coping,Umukobwa wanjye yaretse kunywa inzoga maze arushaho kwiheba cyane.
"My dad makes me feel like shit and like I'm worthless.  He calls me names and makes me feel depressed.  I want to move out because I swear if I stay here, I'm going to lose it. What can I do?",self_care_coping,"Papa atuma numva nta cyo maze, akambwira amazina kandi akantuma niheba, ndashaka kwimuka kuko ndahiye ko nihaguma hano, nzapfa."
"My fiancé and I have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me. 

I recently found out he cheated on me with another women.  He says he wants his family back but I'm confused on what to do.  Is it possible for us to get past the cheating, or should I just move on?",relationship_support,"Njye n'umukunzi wanjye tumaze imyaka 3 turi kumwe kandi umubano wacu uhora mwiza. Ikibazo cyonyine twagize ni uko yumvaga ko ntamuha agaciro k'ibitsina bihagije. Mperutse kumenya ko yanshutse n'undi mugore. Avuga ko ashaka ko umuryango we usubiraho ariko sinzi icyo nakora. Ese dushobora kurengana n'ubwo buhemu, cyangwa se nagombye gukomeza?"
"I have high functioning autism and I have been on a lot of dating sites like meet me, match, and zoosk. I haven't had any luck on any of the dating sites I have been on.

 I really want a boyfriend but I don't know what I should do. I just want to be in a relationship. How can I meet someone?",relationship_support,"Mfite ubumuga bwo kwifata nabi cyane kandi nagiye ku mbuga nyinshi zo gukundana nka Meet Me, Match, na Zoosk. Nta n'umwe muri izo mbuga nagiyeho wagize amahirwe. Nashakaga cyane umukunzi ariko sinzi icyo nakora. Nifuza gusa kuba mu mubano."
"I love my girlfriend so much. I get an erection even just thinking about her or seeing her.  But the two times we tried to have sex I couldn't get an erection.  We've only had sex once and it was a long time ago. 

Why this is happening and what can I do about it?",self_care_coping,"Nkunda umukobwa wanjye cyane, ndumva nduhutse nubwo ntekereza kuri we cyangwa nkamubona, ariko incuro ebyiri zose twagerageje gukora imibonano mpuzabitsina sinigeze nduhuka."
Every winter I find myself getting sad because of the weather.  How can I fight this?,overwhelmed_identity,"Buri gihe iyo mpanganye n'ibihe bibi, mba numva mfite agahinda."
"I've hit my head on walls and floors ever since I was young.  I sometimes still do it but I don't exactly know why, 

I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it. 

How can I help myself to change my behavior?",overwhelmed_identity,"Kuva nkiri muto, nagiye mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita"
"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before. 

I feel like I don't  want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss this with anybody in my life because the conditions surrounding our love are considered  ""wrong"" by a lot of people.

How can I get myself to just move on?",overwhelmed_identity,"Nzi ko ngomba kurengera ibyiyumvo byanjye kuri uyu muntu nakunze, ariko gukomeza kubaho biragoye cyane kuko yanyeretse ibyiyumvo ntari narigeze ngira mbere. Numva ntashaka kubaho ntamufiteho urukundo rwanjye nyakuri, ariko mu buryo bwumvikana, nzi ko ngomba kubaho ntamufite. sinshobora kuganira kuri ibi n'umuntu uwo ari we wese mu buzima bwanjye kuko abantu benshi babona ko imimerere idukikije ""itari yo""."
